X1,X2,X3,Y,norm_X1,norm_X2,norm_X3,norm_Y
5433.98,5470.23,5445.57,5381.01,0.073558971,0.078468953,0.075128811,0.066384303
5381.01,5433.98,5470.23,5467.02,0.066384303,0.073558971,0.078468953,0.078034165
5467.02,5381.01,5433.98,5465.25,0.078034165,0.066384303,0.073558971,0.077794423
5465.25,5467.02,5381.01,5453.11,0.077794423,0.078034165,0.066384303,0.076150087
5453.11,5465.25,5467.02,5458.42,0.076150087,0.077794423,0.078034165,0.076869315
5458.42,5453.11,5465.25,5468.29,0.076869315,0.076150087,0.077794423,0.078206184
5468.29,5458.42,5453.11,5390.02,0.078206184,0.076869315,0.076150087,0.067604688
5390.02,5468.29,5458.42,5383.35,0.067604688,0.078206184,0.076869315,0.066701251
5383.35,5390.02,5468.29,5367.33,0.066701251,0.067604688,0.078206184,0.064531378
5367.33,5383.35,5390.02,5331.91,0.064531378,0.066701251,0.067604688,0.059733818
5331.91,5367.33,5383.35,5246.91,0.059733818,0.064531378,0.066701251,0.048220758
5246.91,5331.91,5367.33,5330.97,0.048220758,0.059733818,0.064531378,0.059606497
5330.97,5246.91,5331.91,5352.12,0.059606497,0.048220758,0.059733818,0.062471217
5352.12,5330.97,5246.91,5349.04,0.062471217,0.059606497,0.048220758,0.062054038
5349.04,5352.12,5330.97,5353.41,0.062054038,0.062471217,0.059606497,0.062645945
5353.41,5349.04,5352.12,5379.01,0.062645945,0.062054038,0.062471217,0.066113408
5379.01,5353.41,5349.04,5427.37,0.066113408,0.062645945,0.062054038,0.072663662
5427.37,5379.01,5353.41,5484.01,0.072663662,0.066113408,0.062645945,0.080335423
5484.01,5427.37,5379.01,5515.05,0.080335423,0.072663662,0.066113408,0.084539721
5515.05,5484.01,5427.37,5520.87,0.084539721,0.080335423,0.072663662,0.085328027
5520.87,5515.05,5484.01,5502.3,0.085328027,0.084539721,0.080335423,0.082812762
5502.3,5520.87,5515.05,5514.54,0.082812762,0.085328027,0.084539721,0.084470643
5514.54,5502.3,5520.87,5535.05,0.084470643,0.082812762,0.085328027,0.087248677
5535.05,5514.54,5502.3,5523.3,0.087248677,0.084470643,0.082812762,0.085657165
5523.3,5535.05,5514.54,5557.28,0.085657165,0.087248677,0.084470643,0.09025968
5557.28,5523.3,5535.05,5572.36,0.09025968,0.085657165,0.087248677,0.092302233
5572.36,5557.28,5523.3,5567.84,0.092302233,0.09025968,0.085657165,0.091690009
5567.84,5572.36,5557.28,5561.08,0.091690009,0.092302233,0.09025968,0.090774382
5561.08,5567.84,5572.36,5552.5,0.090774382,0.091690009,0.092302233,0.08961224
5552.5,5561.08,5567.84,5576.8,0.08961224,0.090774382,0.091690009,0.092903621
5576.8,5552.5,5561.08,5633.13,0.092903621,0.08961224,0.090774382,0.100533393
5633.13,5576.8,5552.5,5676.16,0.100533393,0.092903621,0.08961224,0.106361711
5676.16,5633.13,5576.8,5698.64,0.106361711,0.100533393,0.092903621,0.109406576
5698.64,5676.16,5633.13,5738.43,0.109406576,0.106361711,0.100533393,0.114796043
5738.43,5698.64,5676.16,5701.69,0.114796043,0.109406576,0.106361711,0.109819692
5701.69,5738.43,5698.64,5759.14,0.109819692,0.114796043,0.109406576,0.117601166
5759.14,5701.69,5738.43,5766.65,0.117601166,0.109819692,0.114796043,0.118618379
5766.65,5759.14,5701.69,5824.39,0.118618379,0.117601166,0.109819692,0.126439132
5824.39,5766.65,5759.14,5827.84,0.126439132,0.118618379,0.117601166,0.126906427
5827.84,5824.39,5766.65,5842.07,0.126906427,0.126439132,0.118618379,0.128833849
5842.07,5827.84,5824.39,5853.11,0.128833849,0.126906427,0.126439132,0.130329192
5853.11,5842.07,5827.84,5874.15,0.130329192,0.128833849,0.126906427,0.133179013
5874.15,5853.11,5842.07,5965.99,0.133179013,0.130329192,0.128833849,0.145618536
5965.99,5874.15,5853.11,5977.92,0.145618536,0.133179013,0.130329192,0.147234428
5977.92,5965.99,5874.15,6045.74,0.147234428,0.145618536,0.133179013,0.156420495
6045.74,5977.92,5965.99,6045.52,0.156420495,0.147234428,0.145618536,0.156390696
6045.52,6045.74,5977.92,6077.8,0.156390696,0.156420495,0.147234428,0.16076295
6077.8,6045.52,6045.74,6123.85,0.16076295,0.156390696,0.156420495,0.16700032
6123.85,6077.8,6045.52,6107.44,0.16700032,0.16076295,0.156390696,0.164777622
6107.44,6123.85,6077.8,6218.46,0.164777622,0.16700032,0.16076295,0.179815033
6218.46,6107.44,6123.85,6221.59,0.179815033,0.164777622,0.16700032,0.180238984
6221.59,6218.46,6107.44,6297.75,0.180238984,0.179815033,0.164777622,0.190554686
6297.75,6221.59,6218.46,6285.68,0.190554686,0.180238984,0.179815033,0.188919831
6285.68,6297.75,6221.59,6353.45,0.188919831,0.190554686,0.180238984,0.198099126
6353.45,6285.68,6297.75,6318.9,0.198099126,0.188919831,0.190554686,0.193419406
6318.9,6353.45,6285.68,6484.14,0.193419406,0.198099126,0.188919831,0.215800794
6484.14,6318.9,6353.45,6709.93,0.215800794,0.193419406,0.198099126,0.246383545
6709.93,6484.14,6318.9,6657.57,0.246383545,0.215800794,0.193419406,0.2392915
6657.57,6709.93,6484.14,6426.17,0.2392915,0.246383545,0.215800794,0.207948887
6426.17,6657.57,6709.93,6559.98,0.207948887,0.2392915,0.246383545,0.226073153
6559.98,6426.17,6657.57,6632.84,0.226073153,0.207948887,0.2392915,0.235941877
6632.84,6559.98,6426.17,6603.65,0.235941877,0.226073153,0.207948887,0.231988156
6603.65,6632.84,6559.98,6746.28,0.231988156,0.235941877,0.226073153,0.251307071
6746.28,6603.65,6632.84,6862.11,0.251307071,0.231988156,0.235941877,0.266995985
6862.11,6746.28,6603.65,6889.05,0.266995985,0.251307071,0.231988156,0.270644948
6889.05,6862.11,6746.28,6905.93,0.270644948,0.266995985,0.251307071,0.272931306
6905.93,6889.05,6862.11,6953.17,0.272931306,0.270644948,0.266995985,0.279329859
6953.17,6905.93,6889.05,6798.12,0.279329859,0.272931306,0.270644948,0.258328683
6798.12,6953.17,6905.93,6748.62,0.258328683,0.279329859,0.272931306,0.251624019
6748.62,6798.12,6953.17,6869.29,0.251624019,0.258328683,0.279329859,0.2679685
6869.29,6748.62,6798.12,6950.1,0.2679685,0.251624019,0.258328683,0.278914034
6950.1,6869.29,6748.62,7015.16,0.278914034,0.2679685,0.251624019,0.287726265
7015.16,6950.1,6869.29,6968.18,0.287726265,0.278914034,0.2679685,0.28136293
6968.18,7015.16,6950.1,7091.12,0.28136293,0.287726265,0.278914034,0.298014878
7091.12,6968.18,7015.16,7154.83,0.298014878,0.28136293,0.287726265,0.306644255
7154.83,7091.12,6968.18,7157.64,0.306644255,0.298014878,0.28136293,0.307024863
7157.64,7154.83,7091.12,7196.75,0.307024863,0.306644255,0.298014878,0.312322225
7196.75,7157.64,7154.83,7238.92,0.312322225,0.307024863,0.306644255,0.318034057
7238.92,7196.75,7157.64,7342.62,0.318034057,0.312322225,0.307024863,0.33207999
7342.62,7238.92,7196.75,7402.96,0.33207999,0.318034057,0.312322225,0.340252908
7402.96,7342.62,7238.92,7509.76,0.340252908,0.33207999,0.318034057,0.354718729
7509.76,7402.96,7342.62,7579.98,0.354718729,0.340252908,0.33207999,0.364229871
7579.98,7509.76,7402.96,7733.36,0.364229871,0.354718729,0.340252908,0.385004849
7733.36,7579.98,7509.76,7865.94,0.385004849,0.364229871,0.354718729,0.402962513
7865.94,7733.36,7579.98,7925.92,0.402962513,0.385004849,0.364229871,0.41108667
7925.92,7865.94,7733.36,8180.97,0.41108667,0.402962513,0.385004849,0.445632622
8180.97,7925.92,7865.94,8253.34,0.445632622,0.41108667,0.402962513,0.455434977
8253.34,8180.97,7925.92,8285.48,0.455434977,0.445632622,0.41108667,0.459788268
8285.48,8253.34,8180.97,8261.28,0.459788268,0.455434977,0.445632622,0.456510432
8261.28,8285.48,8253.34,8404.49,0.456510432,0.459788268,0.455434977,0.475907906
8404.49,8261.28,8285.48,8206.16,0.475907906,0.456510432,0.459788268,0.449044551
8206.16,8404.49,8261.28,8496.36,0.449044551,0.475907906,0.456510432,0.488351492
8496.36,8206.16,8404.49,8792.7,0.488351492,0.449044551,0.475907906,0.528490083
8792.7,8496.36,8206.16,8863.34,0.528490083,0.488351492,0.449044551,0.538058113
8863.34,8792.7,8496.36,9218.63,0.538058113,0.528490083,0.488351492,0.586181348
9218.63,8863.34,8792.7,9588.46,0.586181348,0.538058113,0.528490083,0.636273995
9588.46,9218.63,8863.34,9574.11,0.636273995,0.586181348,0.538058113,0.634330319
9574.11,9588.46,9218.63,9603.73,0.634330319,0.636273995,0.586181348,0.638342282
9603.73,9574.11,9588.46,10000.17,0.638342282,0.634330319,0.636273995,0.692039193
10000.17,9603.73,9574.11,10304.72,0.692039193,0.638342282,0.634330319,0.733289809
10304.72,10000.17,9603.73,10079.2,0.733289809,0.692039193,0.638342282,0.70274363
10079.2,10304.72,10000.17,9638.17,0.70274363,0.733289809,0.692039193,0.643007103
9638.17,10079.2,10304.72,9499.42,0.643007103,0.70274363,0.733289809,0.624213726
9499.42,9638.17,10079.2,9098.48,0.624213726,0.643007103,0.70274363,0.5699073
9098.48,9499.42,9638.17,8698.88,0.5699073,0.624213726,0.643007103,0.515782373
8698.88,9098.48,9499.42,8315.67,0.515782373,0.5699073,0.624213726,0.463877436
8315.67,8698.88,9098.48,7964.95,0.463877436,0.515782373,0.5699073,0.416373197
7964.95,8315.67,8698.88,7709.95,0.416373197,0.463877436,0.515782373,0.381834017
7709.95,7964.95,8315.67,7853.26,0.381834017,0.416373197,0.463877436,0.401245036
7853.26,7709.95,7964.95,8084.37,0.401245036,0.381834017,0.416373197,0.432548368
8084.37,7853.26,7709.95,7770.52,0.432548368,0.401245036,0.381834017,0.390038088
7770.52,8084.37,7853.26,7596.87,0.390038088,0.432548368,0.401245036,0.366517584
7596.87,7770.52,8084.37,8052,0.366517584,0.390038088,0.432548368,0.428163924
8052,7596.87,7770.52,7821.18,0.428163924,0.366517584,0.390038088,0.396899872
7821.18,8052,7596.87,7614.71,0.396899872,0.428163924,0.366517584,0.368933972
7614.71,7821.18,8052,7785.05,0.368933972,0.396899872,0.428163924,0.392006144
7785.05,7614.71,7821.18,7593.3,0.392006144,0.368933972,0.396899872,0.366034035
7593.3,7785.05,7614.71,7244.55,0.366034035,0.392006144,0.368933972,0.318796628
7244.55,7593.3,7785.05,6939.64,0.318796628,0.366034035,0.392006144,0.27749725
6939.64,7244.55,7593.3,7123.5,0.27749725,0.318796628,0.366034035,0.302400676
7123.5,6939.64,7244.55,7202.96,0.302400676,0.27749725,0.318796628,0.313163355
7202.96,7123.5,6939.64,7512.91,0.313163355,0.302400676,0.27749725,0.35514539
7512.91,7202.96,7123.5,7235.91,0.35514539,0.313163355,0.302400676,0.317626359
7235.91,7512.91,7202.96,6953.64,0.317626359,0.35514539,0.313163355,0.279393519
6953.64,7235.91,7512.91,7031.55,0.279393519,0.317626359,0.35514539,0.289946254
7031.55,6953.64,7235.91,7101.83,0.289946254,0.279393519,0.317626359,0.299465523
7101.83,7031.55,6953.64,6997.33,0.299465523,0.289946254,0.279393519,0.285311232
6997.33,7101.83,7031.55,7163.75,0.285311232,0.299465523,0.289946254,0.307852449
7163.75,6997.33,7101.83,7276.65,0.307852449,0.285311232,0.299465523,0.323144501
7276.65,7163.75,6997.33,7145.75,0.323144501,0.307852449,0.285311232,0.305414389
7145.75,7276.65,7163.75,7104.65,0.305414389,0.323144501,0.307852449,0.299847486
7104.65,7145.75,7276.65,6833.6,0.299847486,0.305414389,0.323144501,0.26313437
6833.6,7104.65,7145.75,6887.94,0.26313437,0.299847486,0.305414389,0.270494601
6887.94,6833.6,7104.65,6899.59,0.270494601,0.26313437,0.299847486,0.272072567
6899.59,6887.94,6833.6,7097.52,0.272072567,0.270494601,0.26313437,0.298881743
7097.52,6899.59,6887.94,7183.25,0.298881743,0.272072567,0.270494601,0.31049368
7183.25,7097.52,6899.59,7384.98,0.31049368,0.298881743,0.272072567,0.337817557
7384.98,7183.25,7097.52,7367.7,0.337817557,0.31049368,0.298881743,0.33547702
7367.7,7384.98,7183.25,7497.66,0.33547702,0.337817557,0.31049368,0.353079811
7497.66,7367.7,7384.98,7284.08,0.353079811,0.33547702,0.337817557,0.324150878
7284.08,7497.66,7367.7,7411.33,0.324150878,0.353079811,0.33547702,0.341386606
7411.33,7284.08,7497.66,7315.59,0.341386606,0.324150878,0.353079811,0.328418837
7315.59,7411.33,7284.08,7437.79,0.328418837,0.341386606,0.324150878,0.344970554
7437.79,7315.59,7411.33,7348.37,0.344970554,0.328418837,0.341386606,0.332858815
7348.37,7437.79,7315.59,7413.93,0.332858815,0.344970554,0.328418837,0.34173877
7413.93,7348.37,7437.79,7300.09,0.34173877,0.332858815,0.344970554,0.326319397
7300.09,7413.93,7348.37,6984.22,0.326319397,0.34173877,0.332858815,0.283535512
6984.22,7300.09,7413.93,7035.38,0.283535512,0.326319397,0.34173877,0.290465019
7035.38,6984.22,7300.09,6942.56,0.290465019,0.283535512,0.326319397,0.277892758
6942.56,7035.38,6984.22,6665.06,0.277892758,0.290465019,0.283535512,0.240306004
6665.06,6942.56,7035.38,6467.15,0.240306004,0.277892758,0.290465019,0.213499537
6467.15,6665.06,6942.56,6708.48,0.213499537,0.240306004,0.277892758,0.246187145
6708.48,6467.15,6665.06,6860.15,0.246187145,0.213499537,0.240306004,0.266730508
6860.15,6708.48,6467.15,7020.37,0.266730508,0.246187145,0.213499537,0.288431948
7020.37,6860.15,6708.48,7323.75,0.288431948,0.266730508,0.246187145,0.329524091
7323.75,7020.37,6860.15,7213.17,0.329524091,0.288431948,0.266730508,0.314546277
7213.17,7323.75,7020.37,7104.24,0.314546277,0.329524091,0.288431948,0.299791952
7104.24,7213.17,7323.75,7391.25,0.299791952,0.314546277,0.329524091,0.338666815
7391.25,7104.24,7213.17,7263.04,0.338666815,0.299791952,0.314546277,0.321301057
7263.04,7391.25,7104.24,7307.24,0.321301057,0.338666815,0.299791952,0.327287848
7307.24,7263.04,7391.25,7345.29,0.327287848,0.321301057,0.338666815,0.332441636
7345.29,7307.24,7263.04,7442.29,0.332441636,0.327287848,0.321301057,0.345580069
7442.29,7345.29,7307.24,7370.87,0.345580069,0.332441636,0.327287848,0.335906389
7370.87,7442.29,7345.29,7489.18,0.335906389,0.345580069,0.332441636,0.351931214
7489.18,7370.87,7442.29,7331.27,0.351931214,0.335906389,0.345580069,0.330542658
7331.27,7489.18,7370.87,7398.73,0.330542658,0.351931214,0.335906389,0.339679964
7398.73,7331.27,7489.18,7665.57,0.339679964,0.330542658,0.351931214,0.375822845
7665.57,7398.73,7331.27,7490.66,0.375822845,0.339679964,0.330542658,0.352131677
7490.66,7665.57,7398.73,7409.84,0.352131677,0.375822845,0.339679964,0.341184789
7409.84,7490.66,7665.57,7417.68,0.341184789,0.352131677,0.375822845,0.342246699
7417.68,7409.84,7490.66,7350.46,0.342246699,0.341184789,0.352131677,0.3331419
7350.46,7417.68,7409.84,7255.5,0.3331419,0.342246699,0.341184789,0.320279781
7255.5,7350.46,7417.68,7504.3,0.320279781,0.3331419,0.342246699,0.353979184
7504.3,7255.5,7350.46,7524.39,0.353979184,0.320279781,0.3331419,0.35670033
7524.39,7504.3,7255.5,7464.6,0.35670033,0.353979184,0.320279781,0.348601908
7464.6,7524.39,7504.3,7408.55,0.348601908,0.35670033,0.353979184,0.341010061
7408.55,7464.6,7524.39,7517.92,0.341010061,0.348601908,0.35670033,0.355823983
7517.92,7408.55,7464.6,7531.17,0.355823983,0.341010061,0.348601908,0.357618666
7531.17,7517.92,7408.55,7590.39,0.357618666,0.355823983,0.341010061,0.365639882
7590.39,7531.17,7517.92,7588.94,0.365639882,0.357618666,0.355823983,0.365443483
7588.94,7590.39,7531.17,7553.76,0.365443483,0.365639882,0.357618666,0.360678431
7553.76,7588.94,7590.39,7512.02,0.360678431,0.365443483,0.365639882,0.355024841
7512.02,7553.76,7588.94,7481.34,0.355024841,0.360678431,0.365443483,0.350869304
7481.34,7512.02,7553.76,7471.72,0.350869304,0.355024841,0.360678431,0.349566296
7471.72,7481.34,7512.02,7535.81,0.349566296,0.350869304,0.355024841,0.358247143
7535.81,7471.72,7481.34,7438.61,0.358247143,0.349566296,0.350869304,0.345081621
7438.61,7535.81,7471.72,7320.45,0.345081621,0.358247143,0.349566296,0.329077113
7320.45,7438.61,7535.81,7411.95,0.329077113,0.345081621,0.358247143,0.341470583
7411.95,7320.45,7438.61,7411.4,0.341470583,0.329077113,0.345081621,0.341396087
7411.4,7411.95,7320.45,7353.85,0.341396087,0.341470583,0.329077113,0.333601068
7353.85,7411.4,7411.95,7306.01,0.333601068,0.341396087,0.341470583,0.327121247
7306.01,7353.85,7411.4,7301.79,0.327121247,0.333601068,0.341396087,0.326549658
7301.79,7306.01,7353.85,7218.8,0.326549658,0.327121247,0.333601068,0.315308848
7218.8,7301.79,7306.01,7215.17,0.315308848,0.326549658,0.327121247,0.314817173
7215.17,7218.8,7301.79,7178.93,0.314817173,0.315308848,0.326549658,0.309908546
7178.93,7215.17,7218.8,7195.1,0.309908546,0.314817173,0.315308848,0.312098736
7195.1,7178.93,7215.17,7325.13,0.312098736,0.309908546,0.314817173,0.329711009
7325.13,7195.1,7178.93,7442.04,0.329711009,0.312098736,0.309908546,0.345546207
7442.04,7325.13,7195.1,7404.8,0.345546207,0.329711009,0.312098736,0.340502132
7404.8,7442.04,7325.13,7418.61,0.340502132,0.345546207,0.329711009,0.342372666
7418.61,7404.8,7442.04,7315.52,0.342372666,0.340502132,0.345546207,0.328409356
7315.52,7418.61,7404.8,7184.48,0.328409356,0.342372666,0.340502132,0.310660281
7184.48,7315.52,7418.61,7065.15,0.310660281,0.328409356,0.342372666,0.294497299
7065.15,7184.48,7315.52,6970.7,0.294497299,0.310660281,0.328409356,0.281704258
6970.7,7065.15,7184.48,7150.65,0.281704258,0.294497299,0.310660281,0.306078083
7150.65,6970.7,7065.15,7123.47,0.306078083,0.281704258,0.294497299,0.302396613
7123.47,7150.65,6970.7,7139.09,0.302396613,0.306078083,0.281704258,0.304512307
7139.09,7123.47,7150.65,7099.23,0.304512307,0.302396613,0.306078083,0.299113359
7099.23,7139.09,7123.47,7311.92,0.299113359,0.304512307,0.302396613,0.327921744
7311.92,7099.23,7139.09,7590.54,0.327921744,0.299113359,0.304512307,0.365660199
7590.54,7311.92,7099.23,7559,0.365660199,0.327921744,0.299113359,0.361388177
7559,7590.54,7311.92,7514.04,0.361388177,0.365660199,0.327921744,0.355298446
7514.04,7559,7590.54,7555.98,0.355298446,0.361388177,0.365660199,0.360979125
7555.98,7514.04,7559,7585.69,0.360979125,0.355298446,0.361388177,0.365003278
7585.69,7555.98,7514.04,7691.7,0.365003278,0.360979125,0.355298446,0.379362095
7691.7,7585.69,7555.98,7746.86,0.379362095,0.365003278,0.360979125,0.386833394
7746.86,7691.7,7585.69,7799.11,0.386833394,0.379362095,0.365003278,0.393910539
7799.11,7746.86,7691.7,7768.98,0.393910539,0.386833394,0.379362095,0.389829498
7768.98,7799.11,7746.86,7789.76,0.389829498,0.393910539,0.386833394,0.392644103
7789.76,7768.98,7799.11,7850.51,0.392644103,0.389829498,0.393910539,0.400872554
7850.51,7789.76,7768.98,7807.8,0.400872554,0.392644103,0.389829498,0.395087581
7807.8,7850.51,7789.76,7804.38,0.395087581,0.400872554,0.392644103,0.394624349
